synthetic_id,filename,target_birads,generation_prompt,sha256,bytes
BUS_SINGLE_B2_007b,BUS_SINGLE_B2_007b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the left breast at approximately 1 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 6 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",93c40c3f1e2e13bf0fbff98c632ec665dd85b100d5abd7e90e873d63e7973e5b,139470
BUS_SINGLE_B2_008,BUS_SINGLE_B2_008.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the left breast at approximately 2 o'clock, 4 cm from the nipple, located at middle depth. The lesion should measure about 7 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",7a919ca3d50838f96fd4d67f39068d0ab529b0785f339dc9dd7d2a8cd8178b20,135168
BUS_SINGLE_B2_008b,BUS_SINGLE_B2_008b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the right breast at approximately 2 o'clock, 4 cm from the nipple, located at middle depth. The lesion should measure about 7 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",6c66868ac7dc446a21415a7781a104107003d52cb459ec34838448ef8674f6e7,302751
BUS_SINGLE_B2_009,BUS_SINGLE_B2_009.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single clustered microcysts-like lesion in the right breast at approximately 3 o'clock, 5 cm from the nipple, located at deep. The lesion should measure about 8 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness.",9bce9ea520ee0241fd4e04e999773d437da05ca2eed9816ae5ba398f44dfb698,131656
BUS_SINGLE_B2_009b,BUS_SINGLE_B2_009b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single clustered microcysts-like lesion in the left breast at approximately 3 o'clock, 5 cm from the nipple, located at deep. The lesion should measure about 8 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness.",2bf77a9d3cb9f98b01878927afcd3fff62d5d175b330ebc6f65fbd122c26860e,169862
BUS_SINGLE_B2_010,BUS_SINGLE_B2_010.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single simple cyst in the left breast at approximately 4 o'clock, 2 cm from the nipple, located at superficial. The lesion should measure about 9 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",7968526ea84d04f32c14c1c793ec1f5b10286f877d3181354a9d8e0a09c8f4a8,169904
BUS_SINGLE_B2_010b,BUS_SINGLE_B2_010b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single simple cyst in the right breast at approximately 4 o'clock, 2 cm from the nipple, located at superficial. The lesion should measure about 9 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",cbec34b4b80480ac0839b37566ab10f8de967c5b608e5145fdde633f39909664,164376
BUS_SINGLE_B2_011,BUS_SINGLE_B2_011.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single benign-appearing oval mass in the right breast at approximately 5 o'clock, 3 cm from the nipple, located at middle depth. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",f0d7f442a0140c79dbdfab9dd595a4f5c37650df67e640810767832b769689dd,131736
BUS_SINGLE_B2_011b,BUS_SINGLE_B2_011b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single benign-appearing oval mass in the left breast at approximately 5 o'clock, 3 cm from the nipple, located at middle depth. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",4641855780a5267e743280eb18ff40cab99e26d607569e8c30c7a054a88328e9,170900
BUS_SINGLE_B2_012,BUS_SINGLE_B2_012.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single clustered microcysts-like lesion in the left breast at approximately 7 o'clock, 4 cm from the nipple, located at deep. The lesion should measure about 11 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness.",1ae6e8791200c34a87b464719676e948d870da16e94582f3ccac17a2f4c74a00,215218
BUS_SINGLE_B2_012b,BUS_SINGLE_B2_012b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single clustered microcysts-like lesion in the right breast at approximately 7 o'clock, 4 cm from the nipple, located at deep. The lesion should measure about 11 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness.",5ede4772ed2db08756534e28fec87e6b69cee19eb05c5859027f46da8ceef849,195274
BUS_SINGLE_B2_013,BUS_SINGLE_B2_013.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the right breast at approximately 8 o'clock, 5 cm from the nipple, located at superficial. The lesion should measure about 12 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",836f54346cc0181cd909f7f715420e0660dc5cc05fedb0552a22edecb8bc1ac5,178964
BUS_SINGLE_B2_013b,BUS_SINGLE_B2_013b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the left breast at approximately 8 o'clock, 5 cm from the nipple, located at superficial. The lesion should measure about 12 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",b2c958c0901d465747c1f24062930609849b8a6a0ec7001ea5ab7198fb35367b,333093
BUS_SINGLE_B2_014,BUS_SINGLE_B2_014.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the left breast at approximately 9 o'clock, 2 cm from the nipple, located at middle depth. The lesion should measure about 13 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",006b8a44854740e9807e0403977bd9bfe32adc7b61e44bf71365bbe11c358e67,166368
BUS_SINGLE_B2_014b,BUS_SINGLE_B2_014b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the right breast at approximately 9 o'clock, 2 cm from the nipple, located at middle depth. The lesion should measure about 13 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",ae0e1273e8c310afe27429eee8e2bdaaae2af343254348353fd5d496306ba7a2,184008
BUS_SINGLE_B2_015,BUS_SINGLE_B2_015.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single clustered microcysts-like lesion in the right breast at approximately 10 o'clock, 3 cm from the nipple, located at deep. The lesion should measure about 6 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",397dbf8018fa76c181212491562f367e40653d773e5dedb8bf58ddebdf40cc25,213562
BUS_SINGLE_B2_015b,BUS_SINGLE_B2_015b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single clustered microcysts-like lesion in the left breast at approximately 10 o'clock, 3 cm from the nipple, located at deep. The lesion should measure about 6 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",e6a91116752d5928c8e399e2f8cc30b7db55208cc1f29175b028f194e393a0a9,176390
BUS_SINGLE_B2_016,BUS_SINGLE_B2_016.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single simple cyst in the left breast at approximately 11 o'clock, 4 cm from the nipple, located at superficial. The lesion should measure about 7 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",7b9cabb529810b6d08008ab4414eb7b68137905d979a2fcf279673cf75e67f10,176407
BUS_SINGLE_B2_016b,BUS_SINGLE_B2_016b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single simple cyst in the right breast at approximately 11 o'clock, 4 cm from the nipple, located at superficial. The lesion should measure about 7 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",95e5a90a492b713a79986e7a72c0fa9c6a151ba7b223fe195244df7011c56e79,247037
BUS_SINGLE_B2_017,BUS_SINGLE_B2_017.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single benign-appearing oval mass in the right breast at approximately 1 o'clock, 5 cm from the nipple, located at middle depth. The lesion should measure about 8 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",b1938eee5d0a779653b043aa8fcc222800a13d9c73a2b7842cb444efd6d77a6b,111650
BUS_SINGLE_B2_017b,BUS_SINGLE_B2_017b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single benign-appearing oval mass in the left breast at approximately 1 o'clock, 5 cm from the nipple, located at middle depth. The lesion should measure about 8 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",4cbb7ffb9907d98864c5949f454616cad62420a0b7c97ff0d6ba2c856765a18f,157274
BUS_SINGLE_B2_018,BUS_SINGLE_B2_018.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single clustered microcysts-like lesion in the left breast at approximately 2 o'clock, 2 cm from the nipple, located at deep. The lesion should measure about 9 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness.",d5efedb97595ef0c96f71d31c2b73e17994316f3b4b3fb6f22a5e354aa6b4aea,189434
BUS_SINGLE_B2_018b,BUS_SINGLE_B2_018b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single clustered microcysts-like lesion in the right breast at approximately 2 o'clock, 2 cm from the nipple, located at deep. The lesion should measure about 9 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",be0433fd374308c9ece70aab25dcd153bbb7a3d71d345106c8743c8470842a1b,136528
BUS_SINGLE_B2_019,BUS_SINGLE_B2_019.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the right breast at approximately 3 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",4b169ab134f940742e6ec27fde6196ac8f368ec6e144ca54ec1deef92fe8c2d1,233241
BUS_SINGLE_B2_019b,BUS_SINGLE_B2_019b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the left breast at approximately 3 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",274ba04f1014a4b4bc2b8ddac9712fdad0007974913ff6c0df0a3a05a3f6213b,160872
BUS_SINGLE_B2_020,BUS_SINGLE_B2_020.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the left breast at approximately 4 o'clock, 4 cm from the nipple, located at middle depth. The lesion should measure about 11 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.",2ee88650efae02100b2e5212b46371551d41683826de684f4744e2c37cc1cc6b,326875
