synthetic_id,filename,target_birads,generation_prompt
BUS_SINGLE_B2_006b,BUS_SINGLE_B2_006b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single clustered microcysts-like lesion in the right breast at approximately 11 o'clock, 2 cm from the nipple, located at deep. The lesion should measure about 13 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness."
BUS_SINGLE_B2_007,BUS_SINGLE_B2_007.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the right breast at approximately 1 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 6 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.The nodule should not be overly oval in shape."
BUS_SINGLE_B2_007b,BUS_SINGLE_B2_007b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the left breast at approximately 1 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 6 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_008,BUS_SINGLE_B2_008.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the left breast at approximately 2 o'clock, 4 cm from the nipple, located at middle depth. The lesion should measure about 7 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_008b,BUS_SINGLE_B2_008b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the right breast at approximately 2 o'clock, 4 cm from the nipple, located at middle depth. The lesion should measure about 7 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_009,BUS_SINGLE_B2_009.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single clustered microcysts-like lesion in the right breast at approximately 3 o'clock, 5 cm from the nipple, located at deep. The lesion should measure about 8 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness."
BUS_SINGLE_B2_009b,BUS_SINGLE_B2_009b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single clustered microcysts-like lesion in the left breast at approximately 3 o'clock, 5 cm from the nipple, located at deep. The lesion should measure about 8 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness."
BUS_SINGLE_B2_010,BUS_SINGLE_B2_010.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single simple cyst in the left breast at approximately 4 o'clock, 2 cm from the nipple, located at superficial. The lesion should measure about 9 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_010b,BUS_SINGLE_B2_010b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single simple cyst in the right breast at approximately 4 o'clock, 2 cm from the nipple, located at superficial. The lesion should measure about 9 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_011,BUS_SINGLE_B2_011.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single benign-appearing oval mass in the right breast at approximately 5 o'clock, 3 cm from the nipple, located at middle depth. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_011b,BUS_SINGLE_B2_011b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single benign-appearing oval mass in the left breast at approximately 5 o'clock, 3 cm from the nipple, located at middle depth. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_012,BUS_SINGLE_B2_012.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single clustered microcysts-like lesion in the left breast at approximately 7 o'clock, 4 cm from the nipple, located at deep. The lesion should measure about 11 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness."
BUS_SINGLE_B2_012b,BUS_SINGLE_B2_012b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single clustered microcysts-like lesion in the right breast at approximately 7 o'clock, 4 cm from the nipple, located at deep. The lesion should measure about 11 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness."
BUS_SINGLE_B2_013,BUS_SINGLE_B2_013.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the right breast at approximately 8 o'clock, 5 cm from the nipple, located at superficial. The lesion should measure about 12 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_013b,BUS_SINGLE_B2_013b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the left breast at approximately 8 o'clock, 5 cm from the nipple, located at superficial. The lesion should measure about 12 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_014,BUS_SINGLE_B2_014.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the left breast at approximately 9 o'clock, 2 cm from the nipple, located at middle depth. The lesion should measure about 13 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_014b,BUS_SINGLE_B2_014b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the right breast at approximately 9 o'clock, 2 cm from the nipple, located at middle depth. The lesion should measure about 13 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_015,BUS_SINGLE_B2_015.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single clustered microcysts-like lesion in the right breast at approximately 10 o'clock, 3 cm from the nipple, located at deep. The lesion should measure about 6 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_015b,BUS_SINGLE_B2_015b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single clustered microcysts-like lesion in the left breast at approximately 10 o'clock, 3 cm from the nipple, located at deep. The lesion should measure about 6 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_016,BUS_SINGLE_B2_016.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single simple cyst in the left breast at approximately 11 o'clock, 4 cm from the nipple, located at superficial. The lesion should measure about 7 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_016b,BUS_SINGLE_B2_016b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single simple cyst in the right breast at approximately 11 o'clock, 4 cm from the nipple, located at superficial. The lesion should measure about 7 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_017,BUS_SINGLE_B2_017.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single benign-appearing oval mass in the right breast at approximately 1 o'clock, 5 cm from the nipple, located at middle depth. The lesion should measure about 8 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_017b,BUS_SINGLE_B2_017b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single benign-appearing oval mass in the left breast at approximately 1 o'clock, 5 cm from the nipple, located at middle depth. The lesion should measure about 8 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_018,BUS_SINGLE_B2_018.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single clustered microcysts-like lesion in the left breast at approximately 2 o'clock, 2 cm from the nipple, located at deep. The lesion should measure about 9 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer.Reduce the number of internal septations within the nodule, and make the septation lines vary in thickness."
BUS_SINGLE_B2_018b,BUS_SINGLE_B2_018b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single clustered microcysts-like lesion in the right breast at approximately 2 o'clock, 2 cm from the nipple, located at deep. The lesion should measure about 9 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern isoechoic; posterior feature mild posterior enhancement; associated feature simple benign appearance. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_019,BUS_SINGLE_B2_019.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the right breast at approximately 3 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_019b,BUS_SINGLE_B2_019b.jpg,2,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single simple cyst in the left breast at approximately 3 o'clock, 3 cm from the nipple, located at superficial. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin circumscribed; echo pattern mildly hypoechoic; posterior feature posterior enhancement; associated feature benign-appearing surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_020,BUS_SINGLE_B2_020.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the left breast at approximately 4 o'clock, 4 cm from the nipple, located at middle depth. The lesion should measure about 11 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B2_020b,BUS_SINGLE_B2_020b.jpg,2,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single benign-appearing oval mass in the right breast at approximately 4 o'clock, 4 cm from the nipple, located at middle depth. The lesion should measure about 11 mm. features: shape round; orientation parallel; margin smooth circumscribed; echo pattern anechoic; posterior feature no posterior acoustic feature; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. Include a simple color Doppler inset with no internal vascularity. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B3_001,BUS_SINGLE_B3_001.jpg,3,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single probably benign solid mass in the right breast at approximately 4 o'clock, 1 cm from the nipple, located at superficial. The lesion should measure about 9 mm. features: shape round to oval; orientation parallel; margin circumscribed; echo pattern mildly heterogeneous hypoechoic; posterior feature no posterior acoustic feature; associated feature no architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B3_001b,BUS_SINGLE_B3_001b.jpg,3,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single probably benign solid mass in the left breast at approximately 4 o'clock, 1 cm from the nipple, located at superficial. The lesion should measure about 9 mm. features: shape round to oval; orientation parallel; margin circumscribed; echo pattern mildly heterogeneous hypoechoic; posterior feature no posterior acoustic feature; associated feature no architectural distortion. Background breast tissue should show heterogeneous fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B3_002,BUS_SINGLE_B3_002.jpg,3,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single fibroadenoma-like mass in the left breast at approximately 5 o'clock, 2 cm from the nipple, located at middle depth. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin mostly circumscribed; echo pattern hypoechoic; posterior feature mild posterior enhancement; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B3_002b,BUS_SINGLE_B3_002b.jpg,3,"Generate a single-panel breast ultrasound-style image in transverse view. Show a single fibroadenoma-like mass in the right breast at approximately 5 o'clock, 2 cm from the nipple, located at middle depth. The lesion should measure about 10 mm. features: shape oval; orientation parallel; margin mostly circumscribed; echo pattern hypoechoic; posterior feature mild posterior enhancement; associated feature no associated suspicious feature. Background breast tissue should show scattered fibroglandular tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
BUS_SINGLE_B3_003,BUS_SINGLE_B3_003.jpg,3,"Generate a single-panel breast ultrasound-style image in longitudinal view. Show a single oval probably benign lesion in the right breast at approximately 6 o'clock, 3 cm from the nipple, located at deep. The lesion should measure about 11 mm. features: shape gently lobulated oval; orientation parallel; margin circumscribed; echo pattern isoechoic; posterior feature no posterior acoustic feature; associated feature benign-leaning surrounding tissue. Background breast tissue should show mildly heterogeneous background tissue. If color Doppler is included, keep the vascularity pattern simple and generic. Keep the background tissue simple and generic.  Generate only the ultrasound image itself, without measurement lines, selection boxes, or other annotations.Pay attention to the fat layer and glandular layer."
